college_name,branch,category,cutoff
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ENGINEERING ARTIFICIAL,GM,4768.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",INTELLIGENCE AND MACHINE LEARNING AUTOMOBILE,GM,35193.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ENGINEERING BIO-TECHNOLOGY,GM,14639.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",CHEMICAL,GM,19683.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ENGINEERING CIVIL,GM,54351.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ENGINEERING COMPUTER,GM,6465.5
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",SCIENCE AND DESIGN COMPUTER,GM,6111.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",SCIENCE AND 5 ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH) COMPUTER,GM,4080.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",SCIENCE AND ENGINEERING COMPUTER,GM,5170.5
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",SCIENCE AND ENGINEERING (CYBER SECURITY) COMPUTER,GM,4718.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,15232.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,6361.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",COMMUNICATION ENGG ELECTRONICS AND,GM,12293.5
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",TELECOMMUNICAT ION ENGINEERING INFORMATION,GM,5707.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",SCIENCE AND ENGINEERING MECHANICAL,GM,25525.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ENGINEERING MEDICAL,GM,26109.0
"E007 Dayananda Sagar College of Engineering, Bangalore(AUTONOMOUS) SHAVIGE MALLESHWARA HILLS, KUMARASWAMY LAYOUT, BANGALORE-560078",ELECTRONICS ENGINEERING ROBOTICS AND,GM,7362.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",ARTIFICIAL,GM,6577.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,63170.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",ENGINEERING COMPUTER,GM,7481.5
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",SCIENCE AND ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH) COMPUTER,GM,5036.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",SCIENCE AND ENGINEERING COMPUTER,GM,6051.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,14851.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",ELECTRONICS ENGINEERING ELECTRONICS,GM,10833.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",ENGINEERING(VLSI DESIGN & TECHNOLOGY) ELECTRONICS AND,GM,7585.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",COMMUNICATION ENGG ELECTRONICS AND,GM,18957.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",INSTRUMENTATION ENGINEERING ELECTRONICS AND,GM,14429.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",TELECOMMUNICAT ION ENGINEERING INFORMATION,GM,7581.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",SCIENCE AND ENGINEERING MECHANICAL,GM,35862.0
"E008 Bangalore Institute of Technology, K.R.Road, Bangalore (AUTONOMOUS) K.R.ROAD, V.V.PURA, BANGALORE-560004",ENGINEERING ROBOTICS AND,GM,9015.0
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",B TECH IN BIO-,GM,6210.0
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",TECHNOLOGY B TECH IN,GM,1494.0
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",COMPUTER SCIENCE & ENGINEERING (ARTIFICAL INTELLIGENCE & MACHINE LEARNING) B TECH IN,GM,934.0
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",COMPUTER SCIENCE AND ENGINEERING B TECH IN,GM,3645.0
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",ELECTRICAL & ELECTRONICS ENGINEERING B TECH IN,GM,2380.0
"E009 PES University 100 Feet Ring Road, Banashankari, 3rd Stage, Hosakerehalli, Near DSERT, , Bangalore KARNATAKA, pin code -560085",ELECTRONICS & COMMUNICATION ENGINEERING B TECH IN,GM,5948.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",AERO SPACE,GM,30281.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",ENGINEERING AERONAUTICAL,GM,44767.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",ENGINEERING ARTIFICIAL,GM,19218.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",INTELLIGENCE AND MACHINE LEARNING CHEMICAL,GM,31412.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",ENGINEERING CIVIL,GM,91240.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",ENGINEERING COMPUTER,GM,24794.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",SCIENCE AND DESIGN COMPUTER,GM,20402.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",SCIENCE AND ENGINEERING COMPUTER,GM,21907.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,36897.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",ELECTRONICS ENGINEERING ELECTRONICS,GM,34549.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",ENGINEERING(VLSI DESIGN & TECHNOLOGY) ELECTRONICS AND,GM,29733.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",COMMUNICATION (ADVANCED COMMUNICATION TECHNOLOGY) ELECTRONICS AND,GM,27812.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",COMMUNICATION ENGG INDUSTRIAL IOT,GM,61981.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",INFORMATION,GM,24957.0
"E011 M V J College of Engineering, Bangalore(AUTONOMOUS) NEAR ITPB,CHANNASANDRA,KADUGODI POST,BANGALORE",SCIENCE AND ENGINEERING MECHANICAL,GM,56031.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",ARTIFICIAL,GM,10390.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",INTELLIGENCE AND 5 MACHINE LEARNING BIO-TECHNOLOGY,GM,20901.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",CIVIL,GM,72267.5
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",ENGINEERING COMPUTER,GM,15676.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",SCIENCE AND 5 ENGG(INTERNET OF THINGS & CYBER SECURITY INCLUDING BLOCK CHAIN TECH) COMPUTER,GM,11715.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",SCIENCE AND ENGINEERING COMPUTER,GM,13525.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",SCIENCE AND ENGINEERING(DAT A SCIENCE) ELECTRICAL &,GM,32151.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",ELECTRONICS ENGINEERING ELECTRONICS &,GM,20737.5
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",COMPUTER ENGINEERING ELECTRONICS AND,GM,16841.5
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",COMMUNICATION ENGG ELECTRONICS AND,GM,25704.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",TELECOMMUNICAT ION ENGINEERING INFORMATION,GM,16184.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",SCIENCE AND ENGINEERING MECHANICAL,GM,50278.0
"E012 Sir M.Visvesvaraya Institute of Technology, Bangalore KRISHNADEVARAYANAGAR, HUNASAMARANAHALLI, VIA YELAHANKA,BANGALORE - 562 157",ENGINEERING ROBOTICS AND,GM,17170.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",ARTIFICIAL,GM,47721.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",INTELLIGENCE AND MACHINE LEARNING CIVIL,GM,114338.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",ENGINEERING COMPUTER,GM,67325.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",SCIENCE AND ENGINEERING COMPUTER,GM,73478.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",SCIENCE AND ENGINEERING (CYBER SECURITY) ELECTRICAL &,GM,105504.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",ELECTRONICS ENGINEERING ELECTRONICS AND,GM,84076.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",COMMUNICATION ENGG INFORMATION,GM,84398.0
"E013 Ghousia Engineering College, Ramanagara BANGALORE - MYSORE ROAD,RAMANAGARA",SCIENCE AND ENGINEERING ROBOTICS AND,GM,77000.0
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",AERO SPACE,GM,28354.0
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",ENGINEERING AERONAUTICAL,GM,46535.0
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",ENGINEERING ARTIFICIAL,GM,40378.0
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",INTELLIGENCE AND DATA SCIENCE CIVIL,GM,110011.0
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",ENGINEERING CIVIL,GM,184538.0
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",ENGINEERING (KANNADA MEDIUM) COMPUTER,GM,63049.0
"E014 S J C Institute of Technology, Chickkaballapur(AUTONOMOUS) P B NO. 20, B B ROAD, CHICKBALLAPUR, CHICKBALLAPUR (DISTRICT)",SCIENCE AND DESIGN COMPUTER,GM,36411.0
